title,ingredients,instructions,url
Spanish seafood rice Homemade,Onion; Saffron; Lemon; Frozen Seafood mix; Yellow Pepper; Vegetable Stock; Parsley; Olive Oil; Paella Rice; Garlic Clove; Red Pepper,"step 1
Heat the oil in a large saucepan and soften the onion for 6-7 mins. Add the pepper and garlic, cook for 2 mins more, then stir in the paella rice and cook for 1 min, stirring to coat.

step 2
Pour in the stock, add the saffron and bring to the boil. Cook, uncovered, at a gentle bubble, for 20 mins, stirring occasionally until the rice is tender.

step 3
Stir in the seafood and lemon juice and cook for 2 mins or until piping hot and completely cooked through. Serve in warm bowls scattered with the parsley.",https://www.bbcgoodfood.com/recipes/spanish-seafood-rice
Fyrstekake – Norwegian Prince Cake Style,Brandy; Almond Extract; Melted Butter; Egg Yolks; Egg; Butter; Almonds; Flour; Brown Sugar; Baking Powder; Granulated Sugar; Vanilla Extract; Egg,"Crust
▢
Mix together sugar, vanilla and butter until light and fluffy.
 Mix in the egg yolks.
 Add in the flour and baking powder and knead with hands until the dough is smooth.

▢
Pack the dough in plastic wrap and chill in refrigerator for at least 30 minutes.


Almond filling
▢
Run the almonds and sugar together in a food processor until the almonds are finely ground (you can decide for yourself how coarse or fine you want them).

▢
Stir in the butter, egg, cognac and/or almond extract (if using).

Assembly
▢
Line the bottom of your cake form with baking paper and grease the sides of the form.

▢
Preheat oven to 350°F (175°C).

▢
Cut 2/3 of the crust dough into slices and press down into the cake form.
 Cover the bottom of the cake form with the dough and bring the dough 2-3 cm (1 inch) up the sides of the form, pressing until even.

▢
Scoop the almond filling on top of the crust, spreading it evenly across the cake form.

▢
Roll out of the rest of the dough and slice into long strips.
 Lay the strips of dough across the cake in a grid.
 Don't worry of the strips break – simply press them back together on the cake.

▢
Gently brush the dough with egg wash.

▢
Bake for about 45 minutes.
 The top of the cake should be golden brown while the almond filling will remain soft.
",https://scandinaviancookbook.com/fyrstekake-norwegian-prince-cake/
Madeira Cake,Self-raising Flour; Butter; Lemon; Milk; Eggs; Mixed Peel; Caster Sugar,"Pre-heat the oven to 180C/350F/Gas 4.
 Grease an 18cm/7in round cake tin, line the base with greaseproof paper and grease the paper.

Cream the butter and sugar together in a bowl until pale and fluffy.
 Beat in the eggs, one at a time, beating the mixture well between each one and adding a tablespoon of the flour with the last egg to prevent the mixture curdling.

Sift the flour and gently fold in, with enough milk to give a mixture that falls slowly from the spoon.
 Fold in the lemon zest.

Spoon the mixture into the prepared tin and lightly level the top.
 Bake on the middle shelf of the oven for 30-40 minutes, or until golden-brown on top and a skewer inserted into the centre comes out clean.

Remove from the oven and set aside to cool in the tin for 10 minutes, then turn it out on to a wire rack and leave to cool completely.

To serve, decorate the cake with the candied peel.
",https://www.bbc.co.uk/food/recipes/madeiracake_73878
Lamb Pilaf (Plov),Rice; Lamb; Saffron; Garlic; Lemon Juice; Lamb; Onion; Butter; Vegetable Stock; Parsley; Prunes,"Place the raisins and prunes into a small bowl and pour over enough water to cover.
 Add lemon juice and let soak for at least 1 hour.
 Drain.
 Roughly chop the prunes.


Meanwhile, heat the butter in a large pan, add the onion, and cook for 5 minutes.
 Add cubed lamb, ground lamb, and crushed garlic cloves.
 Fry for 5 minutes, stirring constantly until browned.


Pour 2/3 cup (150 milliliters) of stock into the pan.
 Bring to a boil, then lower the heat, cover, and simmer for 1 hour, or until the lamb is tender.


Add the remaining stock and bring to a boil.
 Add rinsed long-grain white rice and a large pinch of saffron.
 Stir, then cover, and simmer for 15 minutes, or until the rice is tender.


Add the drained raisins, drained chopped prunes, and salt and pepper to taste.
 Heat through for a few minutes, then turn out onto a warmed serving dish and garnish with sprigs of flat-leaf parsley.
",https://www.thespruceeats.com/russian-lamb-pilaf-plov-recipe-1137309
Walnut Roll Gužvara,Milk; Icing Sugar; Flour; Milk; Cinnamon; Butter; Butter; Caster Sugar; Walnuts; Eggs; Yeast; Salt; Brown Sugar,"Mix all the ingredients for the dough together and knead well.
 Cover the dough and put to rise until doubled in size which should take about 2 hours.
 Knock back the dough and knead lightly.


Divide the dough into two equal pieces; roll each piece into an oblong about 12 inches by 8 inches.
 Mix the filling ingredients together and divide between the dough, spreading over each piece.
 Roll up the oblongs as tightly as possible to give two 12 inch sausages.
 Place these side by side, touching each other, on a greased baking sheet.
 Cover and leave to rise for about 40 minutes.
 Heat oven to 200ºC (425ºF).
 Bake for 30-35 minutes until well risen and golden brown.
 Bread should sound hollow when the base is tapped.


Remove from oven and brush the hot bread top with milk.
 Sift with a generous covering of icing sugar.
",https://www.visit-croatia.co.uk/croatian-cuisine/croatian-recipes/
Minced Beef Pie,Worcestershire Sauce; Onion; Vegetable Oil; Plain Flour; Beef Stock; Minced Beef; Tomato Puree; Shortcrust Pastry; Mushrooms; Egg Yolks,"Preheat the oven to 200C/400F/Gas 6.

Heat the oil in a deep frying pan and fry the beef mince for 4-5 minutes, breaking it up with a wooden spoon as it browns.

Add the onion and cook for 2-3 minutes, then stir in the tomato purée and cook for 2-3 more minutes.
 Stir in the flour and cook for a further minute, then add the chopped mushrooms, the stout or beef stock and a couple of dashes of Worcestershire sauce.
 Bring to the boil, then reduce the heat, cover the pan with a lid and leave to simmer for 20 minutes.
 Set aside and leave to cool, then turn the meat mixture into a one litre pie dish.

Roll out the pastry on a floured work surface until it is slightly larger than the pie dish.
 Gently drape the pastry over the dish, pressing firmly onto the edges.
 Trim, then shape the edges into a fluted shape.

Cut some leaf shapes out of the pastry trimmings and decorate the top of the pie, sticking them to the pastry with the beaten egg yolk.

Make three or four slits in the pastry to allow the steam to escape, then brush the pie with the rest of the beaten egg yolk and bake in the oven for 20-25 minutes, or until golden-brown.

To serve, slice into wedges.
",https://www.bbc.co.uk/food/recipes/mincedbeefpie_89198
Mediterranean Pasta Salad Recipe,extra virgin olive oil; fresh basil; pepper; mozzarella balls; salt; farfalle; baby plum tomatoes; Green Olives; tuna,"Bring a large saucepan of salted water to the boil
Add the pasta, stir once and cook for about 10 minutes or as directed on the packet.
Meanwhile, wash the tomatoes and cut into quarters. Slice the olives. Wash the basil.
Put the tomatoes into a salad bowl and tear the basil leaves over them. Add a tablespoon of olive oil and mix.
When the pasta is ready, drain into a colander and run cold water over it to cool it quickly.
Toss the pasta into the salad bowl with the tomatoes and basil.
Add the sliced olives, drained mozzarella balls, and chunks of tuna. Mix well and let the salad rest for at least half an hour to allow the flavours to mingle.
Sprinkle the pasta with a generous grind of black pepper and drizzle with the remaining olive oil just before serving.",https://thelemonsqueezy.com/recipe/mediterranean-pasta-salad/
Beef pho Recipe,Birds-eye Chillies; Ginger; Onion; Coriander; Beef Stock; Cloves; Soy Sauce; Spring Onions; Coriander Seeds; Cinnamon Stick; Sirloin steak; Lime; Rice Noodles; Fish Sauce; Star Anise; Palm Sugar; Basil,"step 1
Tip the beef stock along with 500ml of water into a large saucepan.
 Sit the onion and ginger in a frying pan over a high heat and char on all sides, around 3-5 mins (you can also do this under your grill).
 Once charred, add to the beef stock.
 In the same pan, toast the spices for 2-3 mins and once they begin to smell fragrant, add them to the beef stock as well.
 Bring the stock to the boil, then turn to a simmer and cook for 30mins before straining.


step 2
Meanwhile, cut the fat from the steak and wrap in cling film, then put into the freezer for 15 mins – this will make your steak really easy to slice! Slice it thinly, then cover with cling film again and pop into the fridge.


step 3
Taste the beef stock and use the palm sugar, fish sauce and soy to season.
 Cook the noodles according to package instructions and split between two bowls, topping each with the sliced beef.
 Bring the stock to the boil and then pour into the bowls (the heat will cook the beef).
 Top each with the spring onions, chilli slices and herbs.
 Serve with the lime wedges to squeeze over.
",https://www.bbcgoodfood.com/recipes/beef-pho
Spanish chicken pie Recipe,Onion; Olive Oil; Green Olives; Garlic; Tinned Tomatos; Paprika; Chicken; Roasted pepper; Potatoes,"step 1
Heat oven to 200C/fan 180C/gas 6. Boil the potatoes for 15-20 mins until tender. Drain, return to the pan, then mash with some seasoning and 2 tsp of the paprika.

step 2
Meanwhile, heat the oil in a large pan, then fry the onions and garlic for a few mins until softened. Stir in the remaining paprika for 1 min, add the tomatoes , then, bring to a simmer. Tip into a large ovenproof dish, then stir in the chicken, peppers, olives and some seasoning.

step 3
Spoon over the mash, then bake for 15 mins until the mash is golden on top and the sauce is bubbling.",https://www.bbcgoodfood.com/recipes/spanish-chicken-pie
Easy Red Peas Soup,Potatoes; Black Pepper; Coconut Milk; Plain Flour; Kidney Beans; Beef; Water; Spring Onions; Carrots; Water; Thyme; Red Pepper; Allspice; Onion; Garlic Clove,"Wash and rinse the dried kidney beans.. then cover with water in a deep bowl. Remember as they soak they will expand to at least triple the size they were originally so add a lot of water to the bowl. Soak them overnight or for at least 2 hrs to make the cooking step go quicker. I tossed out the water they were soaked in after it did the job.

Have your butcher cut the salted pigtail into 2 inch pieces as it will be very difficult to cut with an ordinary kitchen knife. Wash, then place a deep pot with water and bring to a boil. Cook for 20 minutes, then drain + rinse and repeat (boil again in water). The goal is to make the pieces of pig tails tender and to remove most of the salt it was cured in.

Time to start the soup. Place everything in the pot (except the flour and potato), then cover with water and place on a high flame to bring to a boil. As it comes to a boil, skim off any scum/froth at the top and discard. Reduce the heat to a gentle boil and allow it to cook for 1 hr and 15 mins.. basically until the beans are tender and start falling apart.

It’s now time to add the potato (and Yams etc if you’re adding it) as well as the coconut milk and continue cooking for 15 minutes.

Now is a good time to start making the basic dough for the spinner dumplings. Mix the flour and water (add a pinch of salt if you want) until you have a soft/smooth dough. allow it to rest for 5 minutes, then pinch of a tablespoon at a time and roll between your hands to form a cigarette shape.

Add them to the pot, stir well and continue cooking for another 15 minutes on a rolling boil.

You’ll notice that I didn’t add any salt to the pot as the remaining salt from the salted pigtails will be enough to properly season this dish. However you can taste and adjust accordingly. Lets recap the timing part of things so you’re not confused. Cook the base of the soup for 1 hr and 15 minute or until tender, then add the potatoes and cook for 15 minutes, then add the dumplings and cook for a further 15 minutes. Keep in mind that this soup will thicken quite a bit as it cools.

While this is not a traditional recipe to any one specific island, versions of this soup (sometimes called stewed peas) can be found throughout the Caribbean, Latin America and Africa. A hearty bowl of this soup will surely give you the sleepies (some may call it ethnic fatigue). You can certainly freeze the leftovers and heat it up another day.",http://caribbeanpot.com/caribbean-red-peas-soup/
